Communication in Management 1.,TBA,EDUC 629,205,CCOM
Communication in Management 1.,TBA,TBA,205,CCOM
Communication in Engineering.,TBA,SH688 361,206,CCOM
Communication in Engineering.,TBA,SH688 223,206,CCOM
Communication in Engineering.,TBA,SH688 365,206,CCOM
Communication in Engineering.,TBA,SH688 391,206,CCOM
Communication in Engineering.,TBA,SH688 1088,206,CCOM
Communication in Engineering.,TBA,SH688 223,206,CCOM
Communication in Engineering.,TBA,SH688 294,206,CCOM
Communication in Engineering.,TBA,LEA 116,206,CCOM
Communication in Engineering.,TBA,SH688 391,206,CCOM
Communication in Engineering.,TBA,SH688 395,206,CCOM
Communication in Engineering.,TBA,SH688 223,206,CCOM
Communication in Engineering.,TBA,SH688 1055,206,CCOM
Communication in Engineering.,TBA,SH688 451,206,CCOM
Communication in Engineering.,TBA,SH688 451,206,CCOM
Communication in Engineering.,TBA,SH688 1065,206,CCOM
French Canon in Translation.,TBA,TBA,516,CCTR
English Grammar in Context.,TBA,SH688 1261,301,CEEN
English Grammar in Context.,TBA,SH688 1261,301,CEEN
English Vocabulary in Context.,TBA,SH688 1255,401,CEEN
English Vocabulary in Context.,TBA,SH688 1255,401,CEEN
Strategic Communication in English.,TBA,SH688 1255,403,CEEN
Strategic Communication in English.,TBA,SH688 1255,403,CEEN
Persuasive French in Communication.,TBA,SH688 1399,402,CEFN
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 1265,641,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 223,641,CESL
Fundamentals of Academic Writing in English.,09/09-11/11,Temporarily closed,641,CESL
Fundamentals of Academic Writing in English.,TBA,TBA,641,CESL
Computational Methods in Chemical Engineering.,Phillip   Servio ,ARTS W-120,390,CHEE
Topics in Organic Chemistry.,Dmytro   Perepichka ,MAASS 112,234,CHEM
Methods in Chemical Biology.,Anthony Karl  Mittermaier | Karine   Auclair | Gonzalo   Cosa | Paul William  Wiseman ,BURN 1B39,520,CHEM
Topics in Modern Analytical Chemistry.,Joan F   Power ,TBA,587,CHEM
Reaction Mechanisms in Organic Chemistry.,Chaojun   Li ,MAASS 328,621,CHEM
Selected Topics in Civil Engineering 1.,TBA,ENGTR 2110,546,CIVE
Selected Topics in Civil Engineering 1.,TBA,TBA,546,CIVE
Advanced Design in Steel.,Colin Andrew   Rogers ,ENGTR 0070,607,CIVE
Advanced Design in Steel.,09/02-12/05,Cancelled,607,CIVE
Special Topics in Structural Mechanics.,TBA,ENGTR 0070,610,CIVE
Design in Concrete 1.,M Saeed   Mirza ,RPHYS 115,618,CIVE
Special Topics in Civil Engineering.,TBA,ENGMC 12,648,CIVE
Special Topics in Civil Engineering.,09/02-12/05,Cancelled,648,CIVE
Quantitative Analysis Tools in Decision Making.,TBA,TBA,505,CMS2
Quantitative Analysis Tools in Decision Making.,TBA,ENGTR 0060,505,CMS2
Computers in Engineering.,Nathan   Friedman ,ENGMC 13,208,COMP
Computers in Engineering.,Nathan   Friedman ,ENGTR 0100,208,COMP
Computers in Engineering.,Nathan   Friedman ,TBA,208,COMP
Core Concepts in Critical Theory.,Darin David  Barney ,ARTS W-215,301,COMS
Behaviour in Organizations.,TBA,TBA,551,CORG
Behaviour in Organizations.,TBA,ENGTR 0060,551,CORG
Leading in Diverse and Global Workplaces.,TBA,WONG 1030,534,CPL2
Cases in Public Relations.,TBA,ENGTR 2100,322,CPRL
Ethics in Public Relations.,TBA,LEA 110,541,CPRL
Topics in Oral and Maxillofacial Surgery for Interns.,09/02-12/05,Active,571J1,DENT
Technologies of Self in Early China.,Robin   Yates ,SH688 294,551,EAST
Topics in Economic Development 2.,Francesco   Amodio ,LEA 14,416,ECON
Topics in Economic Theory.,Theodore   Papageorgiou ,BURN 1B23,420,ECON
Topics in Monetary Economics - Honours.,TBA,LEA 210,459,ECON
Numerical Methods in Electrical Engineering.,Dennis Dionysios  Giannacopoulos ,ENGTR 0060,543,ECSE
Numerical Methods in Electrical Engineering.,Dennis Dionysios  Giannacopoulos ,ENGTR 0060,543,ECSE
Expert Systems in Electrical Design.,David Alister   Lowther ,ENGTR 1080,549,ECSE
Expert Systems in Electrical Design.,David Alister   Lowther ,ENGTR 1080,549,ECSE
Colloquium in Electrical Engineering.,Jeremy   Cooperstock ,TBA,681,ECSE
Topics in Computers and Circuits.,Zeljko   Zilic ,ENGTR 2120,682,ECSE
Topics in Vision and Robotics.,Frank P   Ferrie ,ENGTR 2100,683,ECSE
Recent Advances in Electrical Engineering 1.,Daniel   Varro ,ENGTR 2120,688,ECSE
Curriculum and Instruction in Drama Education.,Mindy Roberta  Carter ,EDUC 613,342,EDEA
Methods in Music Education 1.,Helene   Boucher | Lisa Marie   Lorenzino ,EDUC 624,442,EDEA
Communication in Education.,Sheryl   Smith-Gilman ,EDUC 539,203,EDEC
Communication in Education.,TBA,EDUC 437,203,EDEC
Communication in Education.,Mindy Roberta  Carter ,EDUC 338,203,EDEC
Communication in Education.,TBA,SH688 395,203,EDEC
Policy Issues in Quebec Education.,Tino   Bordonaro ,MCMED 522,247,EDEC
Policy Issues in Quebec Education.,Tino   Bordonaro ,MCMED 522,247,EDEC
Policy Issues in Quebec Education.,Tino   Bordonaro ,MCMED 522,247,EDEC
Contemporary Issues in Education.,Lisa   Trimble ,EDUC 129,220,EDEM
Contemporary Issues in Education.,Lisa   Trimble ,EDUC 129,220,EDEM
Contemporary Issues in Education.,Lisa   Trimble ,EDUC 129,220,EDEM
Critical Perspectives in Educational Theory and Research.,Ratna   Ghosh ,EDUC 338,609,EDEM
Critical Perspectives in Educational Theory and Research.,Shaheen   Shariff ,NOROOM NEEDED,609,EDEM
Critical Perspectives in Educational Theory and Research.,Shaheen   Shariff ,NOROOM NEEDED,609,EDEM
Leadership in Action.,TBA,EDUC 433,610,EDEM
Community Relations in Education.,Scott   Conrod ,NOROOM NEEDED,660,EDEM
Leadership Theory in Education.,TBA,EDUC 629,673,EDEM
Topics: Culture in Education.,Kevin Michael   McDonough ,EDUC 627,625,EDER
Introduction to Physical and Health Education in Quebec.,Johanne   Vaillant ,CURRIE 305/6,100,EDKP
Physiology in Sport and Exercise.,TBA,CURRIE 305/6,391,EDKP
Practicum in Psychological Testing: Personality Assessment.,TBA,EDUC 539,683,EDPC
Practicum in Psychological Testing: Cognitive Assessment.,TBA,EDUC 431,684,EDPC
Practicum in Psychological Testing: Cognitive Assessment.,TBA,EDUC 519,684,EDPC
Consultation in School Psychology.,Ada L   Sinacore ,EDUC 539,710,EDPE
Teaching and Learning in Higher Education.,TBA,EDUC 431,689,EDPH
Teaching and Learning in Higher Education.,TBA,EDUC 431,689,EDPH
Instruction in Inclusive Schools.,TBA,ARTS W-120,341,EDPI
Instruction in Inclusive Schools.,TBA,TBA,341,EDPI
Instruction in Inclusive Schools.,TBA,TBA,341,EDPI
Instruction in Inclusive Schools.,TBA,STBIO N2/2,341,EDPI
Instruction in Inclusive Schools.,TBA,STBIO N2/2,341,EDPI
Instruction in Inclusive Schools.,TBA,ARTS W-120,341,EDPI
Instruction in Inclusive Schools.,TBA,ARTS W-120,341,EDPI
Instruction in Inclusive Schools.,TBA,ARTS W-120,341,EDPI
Clinic Practicum in Special Education.,TBA,EDUC 624,656D1,EDPI
Integrating Educational Technology in Classrooms.,TBA,EDUC 627,200,EDPT
Literacy 1:Teaching Reading in ESL.,TBA,EDUC 211,330,EDSL
Literacy 1:Teaching Reading in ESL.,TBA,EDUC 211,330,EDSL
Teaching Oral Skills in ESL.,TBA,EDUC 627,334,EDSL
Foundations and Issues in Second Language Education.,TBA,NOROOM NEEDED,500,EDSL
Foundations and Issues in Second Language Education.,TBA,NOROOM NEEDED,500,EDSL
Methods and Curriculum in Second Language Teaching 2.,09/02-12/05,Cancelled,602,EDSL
"History, Theory and Best Practices in School Psychology.",Steven R.  Shaw ,EDUC 431,611,EDSP
Consultation in School Psychology.,Ada L   Sinacore ,EDUC 539,710,EDSP
Perspectives on Knowledge in Mathematics and Science.,Dawn   Wiseman ,EDUC 361,520,EDTL
Perspectives on Knowledge in Mathematics and Science.,Dawn   Wiseman ,EDUC 361,520,EDTL
"Adv Applied Meth in Teach'g Ethics&ReligCulture in Sec Sch.",TBA,EDUC 338,612,EDTL
Advanced Applied Methods in Teaching Science in Sec. School.,Anila   Asghar ,EDUC 361,626,EDTL
Advanced Methods in Teaching Mathematics in Sec. School.,Limin   Jao ,EDUC 436,628,EDTL
Advanced Applied Methods in Teaching Sec English Lang Arts.,Claudia A   Mitchell ,EDUC 431,630,EDTL
Adv Applied Meth in Teaching Social Sciences in Sec. School.,TBA,EDUC 338,634,EDTL
Adv. Applied Methods in Second Language Education.,TBA,EDUC 539,636,EDTL
Studies in 19th Century Literature 1.,TBA,EDUC 624,404,ENGL
Studies in Canadian Fiction.,Nathalie M   Cooke ,EDUC 624,411,ENGL
Studies in 20th Century Literature 1.,Miranda Brun   Hickman ,ARTS 350,414,ENGL
Studies in Drama.,Sean   Carney ,ARTS W-25,430,ENGL
Studies in Literary Form.,Berkeley   Kaite ,LEA 210,437,ENGL
Special Topics in Canadian Cultural Studies.,Nathalie M   Cooke ,EDUC 434,441,ENGL
Studies in Literary Theory.,Theodore W   Folkerth ,ARTS 350,460,ENGL
Special Topics in Theatre History 1700-1900.,Fiona   Ritchie ,ARTS W-25,485,ENGL
Special Topics in Theatre History After 1900.,Catherine A   Bradley ,ARTS 150,486,ENGL
Advanced Topics in Ecotoxicology.,Jessica   Head ,CENTEN 212,500,ENVB
Research Design in Health Sciences.,Christina Margaret  Wolfson ,TBA,623,EPIB
Measurement in Epidemiology.,Norbert   Schmitz ,TBA,628,EPIB
Methods in Social Epidemiology.,Samuel Birnie  Harper | Jay Scott  Kaufman ,TBA,648,EPIB
Introduction to Bayesian Analysis in Health Sciences.,Lawrence   Joseph ,TBA,682,EPIB
Geology in the Field.,Christen Danielle   Rowe ,ADAMS 348,240,EPSC
Recent Advances in Cellular and Molecular Biology.,Marie-Therese   Kmita ,TBA,604D1,EXMD
Cellular Methods in Medical Research.,William S   Powell | Simon   Rousseau ,TBA,609,EXMD
Workshop in Clinical Trials 2.,Bertrand J  Jean-Claude ,TBA,618,EXMD
Recent Advances in Virology and Antiviral Therapeutics.,Andrew J   Mouland | Chen   Liang ,TBA,632,EXMD
Selected Topics in the Faculty of Engineering 1.,TBA,LEA 116,510,FACC
Food Science in Perspective.,Lawrence   Goodridge ,RAYMND 2-045,538,FDSC
Advanced Topics in Food Science.,TBA,TBA,725,FDSC
Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,BRONF 205,434,FINE
Topics in Finance 1.,Kenneth   Lester ,BRONF 210,434,FINE
Topics in Finance 1.,TBA,BRONF 205,434,FINE
Advanced Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,TBA,690,FINE
Advanced Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,TBA,690N2,FINE
Advanced Topics in Finance 2.,Jan Edvard Ludvig  Ericsson ,BRONF 205,691,FINE
Empirical Research in Finance.,Sergei   Sarkissian ,TBA,703,FINE
Survey Research Methods in Primary Care.,Jean Lois   Haggerty ,TBA,503,FMED
Special Topics in Human Geography.,TBA,NOROOM NEEDED,625,GEOG
Special Topics in Human Geography.,TBA,NOROOM NEEDED,625,GEOG
Special Topics in Physical Geography.,TBA,NOROOM NEEDED,626,GEOG
German Culture in European Context.,Tove Katrina  Holmes ,SH688 361,357,GERM
Advances in Human Genetics 1.,Hamed   Shateri Najafabadi | Elin Linnéa Lovisa  Grundberg | Vahab   Soleimani ,STBIO W2/3B,670,HGEN
Statistical Concepts in Genetic and Genomic Analysis.,Celia M T   Greenwood ,STBIO N5/1,677,HGEN
Health and the Healer in Western History.,Faith   Wallis | George   Weisz ,LEA 219,249,HIST
Nationalisms in Canada.,David Allan  Downey ,BURN 1B39,300,HIST
Themes in European History.,Anastassios   Anastassiadis ,ARTS 145,310,HIST
Themes in European History.,Alice Hutton  Sharp ,ARTS 145,310,HIST
Themes in World History.,J Elizabeth   Elbourne ,MAASS 217,315,HIST
Themes in South Asian History.,Subho   Basu ,BURN 1B23,341,HIST
Women in Post-Confederation Canada.,Suzanne   Morton ,LEA 14,343,HIST
Women in Europe 1700-2000.,Judith E.  Szapor ,BURN 1B39,354,HIST
Cultural Diversity in Canada.,John   Zucchi ,ARTS W-20,357,HIST
Themes in Latin American History 2.,Catherine C   LeGrand ,LEA 617,409,HIST
Topics in U.S. History.,Leonard J   Moore ,LEA 617,431,HIST
Topics in Medical History.,Andrea   Tone ,PL3647 102,457,HIST
"Issues in Women's Health.",Cheryl   Armistead ,STBIO N2/2,308,HSEL
IT in Business.,TBA,BRONF 178,432,INSY
Advanced Topics in Management Information Systems 1.,Genevieve   Bassellier ,BRONF 205,690,INSY
Advanced Topics in Management Information Systems 1.,TBA,TBA,690,INSY
Topics in Jewish Music 1.,Liane   Alitowski ,LEA 14,376,JWST
Meaning in Language.,Luis Fernando   Alonso-Ovalle ,EDUC 613,260,LING
Topics in Geometry.,Piotr   Przytycki ,BURN 1B36,348,MATH
Advanced Topics in Number Theory.,Maksym   Radziwill ,TBA,726,MATH
Selected Topics in Medical Physics.,William A   Parker | Emilie   Soisson ,TBA,616D1,MDPH
Numerical Methods in Mechanical Engineering.,Mathias Julien  Legrand ,WONG 1020,309,MECH
Selected Topics in Mechanical Engineering.,Xinyu   Liu ,ENGMC 12,500,MECH
Selected Topics in Mechanical Engineering.,Xinyu   Liu ,ENGMC 12,500,MECH
Topics in Mechanical Engineering.,Michael   Kokkolaras ,MDHAR G-01,502,MECH
Topics in Mechanical Engineering.,Michael   Kokkolaras ,MDHAR G-01,502,MECH
Entrepreneurship in Practice.,TBA,BRONF 011,364,MGPO
Ethics in Management.,TBA,BRONF 210,450,MGPO
Business in Society.,Margaret   Graham ,BRONF 002,567,MGPO
Properties of Materials in Electrical Engineering.,Nathaniel Joseph  Quitoriano ,ENGTR 1080,262,MIME
Selected Topics in Mineral Resource Engineering.,09/02-12/05,Cancelled,527,MIME
Materials Handling in Mines.,Agus Pulung  Sasmito ,TBA,624D1,MIME
Materials Handling in Mines.,Agus Pulung  Sasmito ,TBA,624D2,MIME
Deformation Mechanisms in Crystalline Solids.,Jun   Song ,WONG 1050,656,MIME
Advanced Topics in Marketing 1.,TBA,TBA,690,MRKT
Issues in Music Education.,Lisa Marie   Lorenzino ,MUSIC C-412,401,MUGT
Introduction to Research Methods in Music.,TBA,MUSIC A-412,560,MUPD
Introduction to Research Methods in Music.,TBA,MUSIC A-412,560,MUPD
Introduction to Research Methods in Music.,TBA,MUSIC A-412,560,MUPD
Introduction to Research Methods in Music.,TBA,MUSIC A-412,560,MUPD
Topics in Tonal Analysis.,Peter N   Schubert ,MUSIC E-109,321,MUTH
Topics in Post-Tonal Analysis.,Christoph   Neidhofer ,MUSIC C-411,322,MUTH
Topics in Popular Music Analysis.,David   Brackett ,MUSIC A-512,541,MUTH
Topics in Radionuclide Imaging.,Alexey   Kostikov | Alexander   Thiel ,TBA,507,NEUR
Methods in Neuroimaging.,Jorge   Armony ,TBA,606,NEUR
Research in Nursing.,Antonia   Arnaert | Norma   Ponzoni ,MCMED 504,422,NUR1
Research Methods in Nursing 1.,Lisa Alison   Merry ,WILSON 110,612,NUR2
Reasoning in Neonatology 1.,Linda   Morneault ,TBA,660,NUR2
Reasoning in Neonatology 3.,Linda   Morneault ,TBA,662,NUR2
Reasoning in Primary Care 1.,Norma   Ponzoni | Yannick   Mélançon Laître ,UNVHLL NUR LAB A,670,NUR2
Reasoning in Primary Care 2.,Norma   Ponzoni | Sophie   Charland | Yannick   Mélançon Laître ,TBA,671,NUR2
Reasoning in Primary Care 3.,Yannick   Mélançon Laître | Norma   Ponzoni ,TBA,672,NUR2
Theory Development in Nursing.,Franco   Carnevale ,WILSON 104,730,NUR2
Nutrition in Society.,Grace S  Marquis ,CENTEN 1-163,403,NUTR
Nutrition in Developing Countries.,Grace S  Marquis ,RAYMND 3-045,501,NUTR
Therapeutic Strategies in OT 1.,Bernadette   Nedelec | Marie-Christine   Beshay | Marie-Eve   Bolduc | Nancy   Forget | Marie-Lyne   Grenier | Barbara   Shankland ,STBIO S3/3,545,OCC1
Advanced Topics in Organizational Behaviour 1.,TBA,TBA,690,ORGB
Special Topics in Parasitology.,Roger K   Prichard ,TBA,665,PARA
Topics in Pharmacology 5.,Jean Francois   Trempe ,MCMED 1346,706,PHAR
Tutorial in Physiology.,Gergely   Lukacs ,TBA,359D1,PHGY
Responsible Conduct in Research.,John H   White ,TBA,604,PHGY
Topics in Feminist Theory.,Alia   Al-Saji ,LEA 927,442,PHIL
Topics in Philosophy.,R Storrs   McCall ,LEA 541,481,PHIL
Seminar in Advanced Materials.,TBA,TBA,634,PHYS
Radiative Processes in Astrophysics.,TBA,TBA,642,PHYS
Advances in Plant Biology & Physiology.,TBA,RAYMND 3-037,619,PLNT
Advances in Plant Protection.,Alan K   Watson ,RAYMND 3-037,622,PLNT
Aboriginal Politics in Canada.,Christa Sieglinde  Scholtz ,RPHYS 118,372,POLI
Politics in Israel.,Harold M   Waller ,LEA 14,437,POLI
Topics in International Politics 2.,Leonardo   Baccini ,MCMED 1034,444,POLI
Diplomacy in Practice.,Vincent   Pouliot ,EDUC 627,449,POLI
Research Methods in Political Science.,Eric   Belanger ,LEA 424,612,POLI
Problems in Political Theory.,Catherine   Lu ,FERR 422,617,POLI
Topics in European Politics.,Filippo   Sabetti ,LEA 541,630,POLI
Selected Topics in Rehabilitation Science.,Evanthia   Kehayia ,DAVIS 3,614,POTH
Topics in Rehabilitation.,Isabelle   Gelinas ,TBA,618,POTH
Knowledge Translation in Rehabilitation.,Anita   Menon ,DAVIS B-2,680,POTH
Modern Psychology in Historical Perspective.,Zbigniew   Pleszewski ,STBIO S1/3,403,PSYC
Practicum in Psychotherapy.,TBA,TBA,620D1,PSYC
Trends in Clinical Psychiatry.,Diane B   Boivin | Alain   Brunet ,TBA,620,PSYT
Qualitative Research in Health Care.,Danielle   Groleau ,PN1033 138,625,PSYT
The Church in History 1.,W J Torrance   Kirby ,BIRKS 104,322,RELG
Special Topics in Hinduism.,Davesh   Soneji ,BIRKS 104,547,RELG
Issues in Buddhist Studies.,TBA,BIRKS 105,556,RELG
Special Topics in Russian.,TBA,EDUC 434,390,RUSS
Special Topics in Russian.,TBA,SH688 ,390,RUSS
Medicine and Health in Modern Society.,TBA,CURRIE 408/9,225,SOCI
Statistics in Social Research.,Kenneth   MacKenzie ,STBIO N2/2,350,SOCI
Suspect Minorities in Canada.,Morton   Weinfeld ,CURRIE 305/6,375,SOCI
Soils in a Changing Environment.,Asim   Biswas ,TBA,326,SOIL
Public Social Services in Canada.,Jill   Hanley ,BIRKS 205,221,SWRK
Public Social Services in Canada.,Karen   Hetherington ,BIRKS 203,221,SWRK
Social Work in the Health Field.,09/02-12/05,Temporarily closed,354,SWRK
Foundations of Social Policy in Canada.,Vandna   Sinha ,WILSON 105,404,SWRK
Youth Justice in Canada.,TBA,WILSON 105,602,SWRK
Thought and Theory Development in Social Work.,Myriam   Denov ,FERR 470,720,SWRK
Planning Water Resources in Barbados.,Ronald   Gehr ,NOROOM NEEDED,634,URBP
Issues in Professional Accounting 1.,TBA,STBIO S3/4,653,ACCT
Issues in Professional Accounting 2.,TBA,ARTS W-20,654,ACCT
Professional Practice in Agrology.,Julie   Major ,RAYMND 3-011,430,AGRI
Selected Topics in Molecular Biology.,David   Zadworny ,TBA,622,ANSC
Vitamins and Minerals in Nutrition.,Kevin   Wade ,TBA,635,ANSC
New Horizons in Medical Anthropology.,Tobias   Rees ,DUFF THTR 1,302,ANTH
Organization of Materials in Buildings.,Abraham   Friedman ,MDHAR 212,240,ARCH
Methods in Art History.,Matthew Chambers  Hunter ,ARTS W-215,305,ARTH
Studies in the Photographic.,TBA,ARTS W-215,360,ARTH
Selected Topics in Art and Architecture 1.,Cecily   Hilsdale ,ARTS W-220,420,ARTH
Turbulence in Atmosphere and Oceans.,TBA,TBA,515,ATOC
Advances in Chemistry of Atmosphere.,Parisa A   Ariya ,MAASS 328,519,ATOC
Transport Processes in Biological Systems.,Amine A.  Kamen ,WONG 1050,340,BIEN
Nanoparticles in the Medical Sciences.,Joseph Matthew  Kinsella ,WONG 1030,510,BIEN
Laboratory Methods in Biochemistry and Molecular Biology 1.,Jose Guerreiro   Teodoro ,MAASS 10,220,BIOC
Biophysical Methods in Biochemistry.,John R   Silvius | Miroslaw   Cygler | William Claude   Galley | Kalle Burgess   Gehring | Thomas Martin   Schmeing ,MCMED 1027,404,BIOC
Lipids and Lipoproteins in Disease.,Robert Scott  Kiss ,MCMED 1027,470,BIOC
Laboratory in Neurobiology.,Alanna Jean  Watt | Shelton Michael  Hendricks | Rudiger   Krahe ,STBIO S3/4,389,BIOL
Methods in Molecular Ecology.,Elena Melania  Cristescu | Daniel J   Schoen ,STBIO W2/3C,509,BIOL
Gene Activity in Development.,Richard D W   Roy ,STBIO W2/3C,520,BIOL
Recent Advances in Biology 1.,TBA,TBA,650,BIOL
Recent Advances in Biology 2.,TBA,TBA,651,BIOL
Recent Advances in Biology 3.,TBA,TBA,652,BIOL
Causal Inference in Biostatistics.,Robert William   Platt ,TBA,610,BIOS
Special Problems in Bioresource Engineering 1.,Valerie   Orsat ,TBA,608,BREE
Special Problems in Bioresource Engineering 2.,Valerie   Orsat ,TBA,702,BREE
Experiments in Biotechnology.,Jean-Benoit   Charron ,MACSTW B-027,306,BTEC
Management in Global Context.,TBA,BRONF 011,356,BUSA
Managing in Asia.,William C   Polushin | Andre   Du Sault ,BRONF 045,394,BUSA
Topics in International Business 1.,TBA,BRONF 011,433,BUSA
Advanced Topics in Management 1.,Brian   Rubineau ,BRONF 340,690,BUSA
Advanced Topics in Management 2.,Ilya   Okhmatovskiy ,BRONF 340,691,BUSA
Advanced Topics in Management 3.,Suzanne   Gagnon ,BRONF 310,692,BUSA
Contemporary Issues in Couple and Family Therapy.,TBA,WILSON 104,604,CAFT
Topics in Canadian Studies 1.,Kenneth Wayne   Dryden ,ARTS W-120,300,CANS
Issues in Native Studies.,Orenda K  Boucher ,LEA 109,306,CANS
Topics in Catholic Studies.,Robert Joseph  Di Pede ,LEA 14,370,CATH
Condominium Financial Management in Quebec.,TBA,RPHYS 118,100,CBUS
Professional Ethics in Management and Consulting.,Diane   Girard ,ENGTR 1100,220,CBUS
Communication in Management 1.,TBA,EDUC 338,205,CCOM
Communication in Management 1.,TBA,EDUC 216,205,CCOM
Communication in Management 1.,TBA,SH688 294,205,CCOM
Communication in Engineering.,TBA,SH688 223,206,CCOM
Communication in Engineering.,TBA,SH688 1051,206,CCOM
Communication in Engineering.,TBA,SH688 391,206,CCOM
Communication in Engineering.,TBA,SH688 223,206,CCOM
Communication in Engineering.,TBA,SH688 395,206,CCOM
Communication in Engineering.,TBA,SH688 451,206,CCOM
Communication in Engineering.,TBA,SH688 1055,206,CCOM
Communication in Engineering.,TBA,SH688 451,206,CCOM
Communication in Engineering.,TBA,SH688 391,206,CCOM
Communication in Engineering.,TBA,SH688 1088,206,CCOM
Communication in Engineering.,TBA,SH688 294,206,CCOM
English Grammar in Context.,TBA,TBA,301,CEEN
English Grammar in Context.,TBA,TBA,301,CEEN
English Vocabulary in Context.,TBA,TBA,401,CEEN
English Vocabulary in Context.,TBA,TBA,401,CEEN
Strategic Communication in English.,TBA,TBA,403,CEEN
Strategic Communication in English.,TBA,TBA,403,CEEN
French Vocabulary in Context.,TBA,SH688 ,401,CEFN
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Strategies for Academic Communication in English.,TBA,TBA,631,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 451,641,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 451,641,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 1265,641,CESL
Fundamentals of Academic Writing in English.,TBA,TBA,641,CESL
Topics in Physical Chemistry.,Bryan Clifford   Sanctuary ,RPHYS 112,233,CHEM
Topics in Organic Chemistry.,Chaojun   Li | Laura   Pavelka ,LEA 132,234,CHEM
Advances in Chemistry of Atmosphere.,Parisa A   Ariya ,MAASS 328,519,CHEM
Topics in Modern Analytical Chemistry.,TBA,MAASS 428,587,CHEM
